0, 0, 0, -0, 0, 0, 0, 0, 16358.7
0.001, 0, 0, -0, 0, 0, 0, -9.88131e-324, 16450.5
0.002, 0, 0, -0, 0, 0, 0, -1.97626e-323, 16539.6
0.003, 0, 0, -0, 0, 0, 0, -2.96439e-323, 16626.1
0.004, 0, 0, -0, 0, 0, 0, -3.95253e-323, 16710.1
0.005, 0, 0, -0, 0, 0, 0, -4.94066e-323, 16791.6
0.006, 0, 0, -0, 0, 0, 0, -5.92879e-323, 16870.6
0.007, 0, 0, -0, 0, 0, 0, -6.91692e-323, 16947.3
0.008, 0, 0, -0, 0, 0, 0, -7.90505e-323, 17021.8
0.009, 0, 0, -0, 0, 0, 0, -8.89318e-323, 17094
0.01, 0, 0, -0, 0, 0, 0, -9.88131e-323, 17164.2
0.011, 0, 0, -0, 0, 0, 0, -1.08694e-322, 17232.2
0.012, 0, 0, -0, 0, 0, 0, -1.18576e-322, 17298.3
0.013, 0, 0, -0, 0, 0, 0, -1.28457e-322, 17362.3
0.014, 0, 0, -0, 0, 0, 0, -1.38338e-322, 17424.5
0.015, 0, 0, -0, 0, 0, 0, -1.4822e-322, 17484.9
0.016, 0, 0, -0, 0, 0, 0, -1.58101e-322, 17543.4
0.017, 0, 0, -0, 0, 0, 0, -1.67982e-322, 17600.3
0.018, 0, 0, -0, 0, 0, 0, -1.77864e-322, 17655.4
0.019, 0, 0, -0, 0, 0, 0, -1.87745e-322, 17709
0.02, 0, 0, -0, 0, 0, 0, -1.97626e-322, 17760.9
0.021, 0, 0, -0, 0, 0, 0, -2.07508e-322, 17811.3
0.022, 0, 0, -0, 0, 0, 0, -2.17389e-322, 17860.2
0.023, 0, 0, -0, 0, 0, 0, -2.2727e-322, 17907.7
0.024, 0, 0, -0, 0, 0, 0, -2.37152e-322, 17953.8
0.025, 0, 0, -0, 0, 0, 0, -2.47033e-322, 17998.5
0.026, 0, 0, -0, 0, 0, 0, -2.56914e-322, 18041.9
0.027, 0, 0, -0, 0, 0, 0, -2.66795e-322, 18084
0.028, 0, 0, -0, 0, 0, 0, -2.76677e-322, 18124.9
0.029, 0, 0, -0, 0, 0, 0, -2.86558e-322, 18164.5
0.03, 0, 0, -0, 0, 0, 0, -2.96439e-322, 18203
0.031, 0, 0, -0, 0, 0, 0, -3.06321e-322, 18240.3
0.032, 0, 0, -0, 0, 0, 0, -3.16202e-322, 18276.6
0.033, 0, 0, -0, 0, 0, 0, -3.26083e-322, 18311.7
0.034, 0, 0, -0, 0, 0, 0, -3.35965e-322, 18345.9
0.035, 0, 0, -0, 0, 0, 0, -3.45846e-322, 18379
0.036, 0, 0, -0, 0, 0, 0, -3.55727e-322, 18411.1
0.037, 0, 0, -0, 0, 0, 0, -3.65609e-322, 18442.3
0.038, 0, 0, -0, 0, 0, 0, -3.7549e-322, 18472.6
0.039, 0, 0, -0, 0, 0, 0, -3.85371e-322, 18502
0.04, 0, 0, -0, 0, 0, 0, -3.95253e-322, 18530.5
0.041, 0, 0, -0, 0, 0, 0, -4.05134e-322, 18558.2
0.042, 0, 0, -0, 0, 0, 0, -4.15015e-322, 18585
0.043, 0, 0, -0, 0, 0, 0, -4.24896e-322, 18611.1
0.044, 0, 0, -0, 0, 0, 0, -4.34778e-322, 18636.3
0.045, 0, 0, -0, 0, 0, 0, -4.44659e-322, 18660.9
0.046, 0, 0, -0, 0, 0, 0, -4.5454e-322, 18684.7
0.047, 0, 0, -0, 0, 0, 0, -4.64422e-322, 18707.8
0.048, 0, 0, -0, 0, 0, 0, -4.74303e-322, 18730.2
0.049, 0, 0, -0, 0, 0, 0, -4.84184e-322, 18752
0.05, 0, 0, -0, 0, 0, 0, -4.94066e-322, 18773.1
0.051, 0, 0, -0, 0, 0, 0, -5.03947e-322, 18793.6
0.052, 0, 0, -0, 0, 0, 0, -5.13828e-322, 18813.5
0.053, 0, 0, -0, 0, 0, 0, -5.2371e-322, 18832.8
0.054, 0, 0, -0, 0, 0, 0, -5.33591e-322, 18851.5
0.055, 0, 0, -0, 0, 0, 0, -5.43472e-322, 18869.7
0.056, 0, 0, -0, 0, 0, 0, -5.53354e-322, 18887.3
0.057, 0, 0, -0, 0, 0, 0, -5.63235e-322, 18904.5
0.058, 0, 0, -0, 0, 0, 0, -5.73116e-322, 18921.1
0.059, 0, 0, -0, 0, 0, 0, -5.82997e-322, 18937.2
0.06, 0, 0, -0, 0, 0, 0, -5.92879e-322, 18952.8
0.061, 0, 0, -0, 0, 0, 0, -6.0276e-322, 18968
0.062, 0, 0, -0, 0, 0, 0, -6.12641e-322, 18982.8
0.063, 0, 0, -0, 0, 0, 0, -6.22523e-322, 18997.1
0.064, 0, 0, -0, 0, 0, 0, -6.32404e-322, 19010.9
0.065, 0, 0, -0, 0, 0, 0, -6.42285e-322, 19024.4
0.066, 0, 0, -0, 0, 0, 0, -6.52167e-322, 19037.5
0.067, 0, 0, -0, 0, 0, 0, -6.62048e-322, 19050.2
0.068, 0, 0, -0, 0, 0, 0, -6.71929e-322, 19062.5
0.069, 0, 0, -0, 0, 0, 0, -6.81811e-322, 19074.4
